endTime,artistName,trackName,msPlayed
10/10/19 13:46,Lucy Dacus,Night Shift,391829
10/10/19 13:47,Angel Olsen,Some things Cosmic,51803
10/10/19 13:52,David Guetta,Better When You're Gone,192402
10/10/19 13:55,Loote,Your Side Of The Bed,197146
10/10/19 13:59,Loote,Wish I Never Met You,204733
10/10/19 14:02,Loote,85%,174106
10/10/19 14:07,Loote,tomorrow tonight,11475
10/10/19 15:38,The Avett Brothers,Paranoia in B Major,40384
10/10/19 15:43,Julia Jacklin,Someday - triple j Like A Version,264908
10/10/19 15:47,Julia Jacklin,Pool Party,255600
10/10/19 15:47,Miya Folick,Premonitions,14021
10/10/19 15:50,The Strokes,Someday,183440
10/10/19 15:51,Sonic Youth,Teen Age Riot (Album Version),15285
10/10/19 15:54,Clairo,Alewife,213000
10/10/19 15:58,The Lone Bellow,Pink Rabbits,252203
10/10/19 16:03,Birdtalker,Heavy,244271
10/10/19 16:03,Birdtalker,Heavy,19742
10/10/19 16:06,Samia,21,1167
10/10/19 16:06,Runnner,Eggshell,204685
10/10/19 16:23,PUP,Can't Win,134737
10/11/19 14:30,Julia Jacklin,Someday - triple j Like A Version,314390
10/11/19 14:33,Haley Heynderickx,Mother,192124
10/11/19 14:37,Haley Heynderickx,First I'm Sorry,229738
10/11/19 14:40,Julia Jacklin,Head Alone,178986
10/11/19 14:45,Julia Jacklin,Body,307613
10/11/19 14:51,Julia Jacklin,Turn Me Down,349626
10/11/19 14:54,Lucy Dacus,Addictions,204125
10/11/19 14:58,Lucy Dacus,Historians,236482
10/11/19 15:02,Lucy Dacus,Troublemaker Doppelgänger - Audiotree Live Version,252087
10/11/19 15:05,The Avett Brothers,Distraction #74,147600
10/11/19 15:27,The Avett Brothers,Colorshow,237973
10/11/19 15:30,Better Oblivion Community Center,Sleepwalkin',192706
10/11/19 15:36,Black Belt Eagle Scout,Soft Stud,368063
10/11/19 15:39,Black Belt Eagle Scout,Mother of My Children,184231
10/11/19 15:44,Black Belt Eagle Scout,I Don't Have You In My Life,263667
10/11/19 15:47,Clairo,Alewife,213000
10/11/19 15:50,Clairo,Feel Something,176800
10/11/19 15:57,Clairo,I Wouldn't Ask You,416373
10/11/19 16:02,Julia Jacklin,Motherland,314466
10/11/19 16:06,Julien Baker,Me & My Dog,206465
10/11/19 16:10,Julien Baker,Salt In The Wound,251469
10/11/19 16:14,Julien Baker,"Ketchum, ID",215689
10/11/19 16:16,Mitski,Me and My Husband,137141
10/11/19 16:20,Mitski,Two Slow Dancers,239303
10/11/19 16:24,Phoebe Bridgers,Motion Sickness,229760
10/11/19 16:27,Phoebe Bridgers,Demi Moore,198532
10/11/19 16:32,Phoebe Bridgers,Scott Street,305000
10/11/19 16:38,Courtney Barnett,Sunday Roast,284320
10/11/19 16:43,The Hush Sound,You Are the Moon,952
10/11/19 16:43,Noname,Yesterday,8078
10/11/19 16:43,Whitney,Golden Days,1114
10/11/19 16:43,She & Him,God Only Knows,3924
10/11/19 16:43,The Avett Brothers,Pretty Girl at the Airport,298733
10/11/19 16:43,Laura Stevenson,"Living Room, NY",626
10/11/19 16:45,Lykke Li,Unchained Melody,156000
10/11/19 16:51,Michigander,"East Chicago, IN",316679
10/11/19 16:53,Birdtalker,Heavy,139590
10/11/19 22:08,Birdtalker,Heavy,124602
10/11/19 22:10,Karen Dalton,I Love You More Than Words Can Say,41418
10/11/19 22:14,The Decemberists,The Crane Wife 3,257924
10/11/19 22:27,The Decemberists,The Island: Come And See/The Landlord's Daughter/You'll Not Feel The Drowning - Medley,746116
10/11/19 22:31,The Decemberists,Yankee Bayonet (I Will Be Home Then),258915
10/11/19 22:33,The Decemberists,O Valencia!,130752
10/13/19 1:02,Julia Jacklin,Someday - triple j Like A Version,264908
10/13/19 1:06,Julia Jacklin,Elizabeth,217445
10/13/19 1:09,Julia Jacklin,Small Talk,210220
10/13/19 1:15,Julia Jacklin,Hay Plain,358321
10/13/19 1:19,Julia Jacklin,Leadlight,222561
10/13/19 1:22,Julia Jacklin,L.A. Dream,209342
10/13/19 1:25,Julia Jacklin,"Same Airport, Different Man",182890
10/13/19 1:28,Julia Jacklin,Sweet Step,171293
10/13/19 1:32,Julia Jacklin,Pool Party,243665
10/13/19 21:07,Julia Jacklin,Pool Party,11950
10/13/19 21:12,Julia Jacklin,Don't Let the Kids Win,242511
10/13/19 21:18,Julia Jacklin,You Were Right,142386
10/13/19 21:22,Julia Jacklin,Comfort,187773
10/13/19 21:28,Julia Jacklin,Don't Know How To Keep Loving You,332986
10/13/19 21:32,Julia Jacklin,When The Family Flies In,240026
10/13/19 21:33,Julia Jacklin,Pressure To Party,46308
10/14/19 1:07,Julia Jacklin,Pressure To Party,2391
10/14/19 1:11,Julien Baker,Happy to Be Here,256120
10/14/19 1:16,Courtney Barnett,Hopefulessness,288440
10/14/19 1:19,Haley Heynderickx,Sane,193337
10/14/19 1:22,Noname,With You,149105
10/14/19 1:25,Julien Baker,Bite The Hand,192070
10/14/19 1:28,Noname,Montego Bae,163615
10/14/19 1:28,Noname,Prayer Song,6656
10/14/19 1:28,Phoebe Bridgers,Funeral,4620
10/14/19 1:28,Noname,"Shadow Man (feat. Phoelix, Smino & Saba)",2530
10/14/19 1:28,Julien Baker,Hurt Less,3413
10/14/19 1:28,Phoebe Bridgers,You Missed My Heart,1764
10/14/19 1:31,Haley Heynderickx,Drinking Song,194808
10/14/19 1:32,Julien Baker,Brittle Boned,21310
10/14/19 1:36,Phoebe Bridgers,Motion Sickness (Demo - Bonus Track),264452
10/14/19 1:40,Noname,no name,245642
10/14/19 1:42,Noname,Sunny Duet (feat. the Mind),121974
10/14/19 12:32,Cornelius Brothers & Sister Rose,Too Late To Turn Back Now,198693
10/14/19 12:37,Stevie Wonder,I Just Called To Say I Love You,262240
10/14/19 12:41,Ray LaMontagne,You Are the Best Thing,231840
10/14/19 12:46,Ray LaMontagne,Hold You in My Arms,306200
10/14/19 12:50,Kishi Bashi,Manchester,246173
10/14/19 12:53,Van Morrison,Into the Mystic - 2013 Remaster,205613
10/14/19 12:59,IS TROPICAL,Dancing Anymore,318426
10/14/19 13:03,Donnie Trumpet & The Social Experiment,Slip Slide,239922
10/14/19 13:08,Bill Medley,"(I've Had) The Time Of My Life - From ""Dirty Dancing"" Soundtrack",290333
10/14/19 13:12,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",237546
10/14/19 13:16,Shelby Lynne,Dreamsome,253653
10/14/19 13:19,Jackie Wilson,(Your Love Keeps Lifting Me) Higher & Higher,181066
10/14/19 13:22,Yumi Zouma,Powder Blue / Cascine Park,111314
10/14/19 15:59,The Ballroom Thieves,Archers,156853
10/14/19 16:03,The Ballroom Thieves,Lantern,195573
10/14/19 16:06,The Ballroom Thieves,Bullet,196133
10/14/19 16:09,The Ballroom Thieves,Saint Monica,154533
10/14/19 16:13,The Ballroom Thieves,Wild Woman,239720
10/14/19 16:16,The Ballroom Thieves,Oars to the Sea,199000
10/14/19 16:20,The Ballroom Thieves,Bury Me Smiling,236120
10/14/19 16:24,The Ballroom Thieves,The Loneliness Waltz,255040
10/14/19 16:28,The Ballroom Thieves,Here I Stand,220386
10/14/19 16:32,The Ballroom Thieves,Anchors,237666
10/14/19 16:36,The Ballroom Thieves,Oak,275706
10/14/19 16:39,The Ballroom Thieves,Wolf,157906
10/14/19 16:41,The Ballroom Thieves,Archers,8435
10/14/19 16:44,Fall Out Boy,Thriller,209720
10/14/19 16:48,Fall Out Boy,"""The Take Over, The Breaks Over""",213586
10/14/19 16:51,Fall Out Boy,"This Ain't A Scene, It's An Arms Race",212040
10/14/19 16:55,Fall Out Boy,I'm Like A Lawyer With The Way I'm Always Trying To Get You Off (Me & You),211720
10/14/19 16:59,Fall Out Boy,Hum Hallelujah,230506
10/14/19 17:02,Fall Out Boy,Golden,118789
10/14/19 17:03,Fall Out Boy,Golden,1472
10/14/19 21:19,Wilderado,Surefire,240252
10/14/19 21:22,Vansire,That I Miss You,140116
10/14/19 21:25,Brandi Carlile,Hard Way Home,201493
10/14/19 21:28,Dr. Dog,Uncovering the Old,201866
10/14/19 21:33,Tanya Davis,Sad Secret,267493
10/14/19 21:37,Kishi Bashi,Honeybody,266453
10/14/19 21:41,Karen Dalton,Something On Your Mind,203333
10/14/19 21:41,The National,So Far Around the Bend,37258
10/16/19 2:05,Julia Jacklin,Pressure To Party,182306
10/16/19 2:11,Courtney Barnett,Sunday Roast,144196
10/17/19 13:34,Vansire,That I Miss You,140116
10/17/19 13:38,Wilderado,Surefire,240252
10/17/19 13:42,John Craigie,Boston In November,224493
10/17/19 13:44,Adrianne Lenker,Steamboat,161133
10/17/19 13:48,Lady Gaga,Always Remember Us This Way,210200
10/17/19 13:51,Mt. Joy,Rearrange Us,187335
10/17/19 13:55,Christian Lee Hutson,Northsiders,223520
10/17/19 14:00,Snail Mail,Heat Wave,308346
10/17/19 14:04,Better Oblivion Community Center,Dylan Thomas,216786
10/17/19 15:36,Julien Baker,Bite The Hand,64118
10/17/19 15:40,Matt Berninger,Walking on a String,249386
10/17/19 15:45,Matt Berninger,Walking on a String - Alt Version,277653
10/17/19 15:47,Matt Berninger,Learning (Live at Largo),156275
10/17/19 15:51,Big Thief,Masterpiece,230586
10/17/19 15:51,Julien Baker,Salt In The Wound,2857
10/18/19 12:48,Black Belt Eagle Scout,Soft Stud,368063
10/18/19 12:52,Black Belt Eagle Scout,Indians Never Die,270871
10/18/19 12:56,Black Belt Eagle Scout,Keyboard,230836
10/18/19 12:59,Black Belt Eagle Scout,Mother of My Children,184231
10/18/19 13:03,Black Belt Eagle Scout,Yard,250039
10/18/19 13:08,Black Belt Eagle Scout,I Don't Have You In My Life,263667
10/18/19 15:59,Black Belt Eagle Scout,Just Lie Down,154786
10/18/19 16:00,Anne Sexton,The Truth The Dead Know,65866
10/18/19 16:00,Anne Sexton,Some Foreign Letters,5348
10/18/19 16:01,Anne Sexton,The Truth The Dead Know,65866
10/18/19 16:06,Anne Sexton,Some Foreign Letters,284613
10/18/19 16:09,Anne Sexton,All My Pretty Ones,193600
10/18/19 16:09,Anne Sexton,Said The Poet To The Analyst,567
10/18/19 16:13,Anne Sexton,All My Pretty Ones,193600
10/18/19 16:14,Anne Sexton,Said The Poet To The Analyst,77640
10/18/19 16:21,Anne Sexton,Old Dwarf Heart,34124
10/18/19 16:21,Anne Sexton,The Operation,416520
10/18/19 16:22,Anne Sexton,Noon Walk On The Asylum Lawn,48066
10/18/19 16:24,Anne Sexton,"You, Doctor Martin",137320
10/18/19 16:26,Anne Sexton,Music Swims Back To Me,105240
10/18/19 16:27,Anne Sexton,The Moss Of His Skin,59000
10/18/19 16:28,Anne Sexton,What's That,3966
10/18/19 16:29,Anne Sexton,Lullaby,66400
10/18/19 16:29,Anne Sexton,Kind Sir_ These Words,4235
10/18/19 16:31,Anne Sexton,Her Kind,78280
10/18/19 16:33,Anne Sexton,"For John, Who Begs Me Not To Enquire",113080
10/18/19 16:34,Anne Sexton,For A Friend Whose Work Has Come,64760
10/18/19 16:34,Anne Sexton,"Doors, Doors, Doors - Section 3",928
10/18/19 16:34,Button Poetry,And What Good Will Your Vanity Be When the Rapture Comes,5061
10/18/19 16:34,Anne Sexton,Elizabeth Gone,29880
10/18/19 16:35,Anne Sexton,"Doors, Doors, Doors - Section 3",16625
10/18/19 16:37,Anne Sexton,Unknown Girl In The Maternity Ward,134722
10/19/19 21:07,Julia Jacklin,Someday - triple j Like A Version,264908
10/19/19 21:10,Julia Jacklin,Head Alone,178986
10/19/19 21:14,Big Thief,Cattails,245640
10/19/19 21:16,Haley Heynderickx,The Bug Collector,133776
10/19/19 21:23,Dum Dum Girls,Always Looking,139826
10/19/19 21:27,Dum Dum Girls,Bedroom Eyes,235240
10/19/19 21:30,Dum Dum Girls,Just a Creep,176466
10/19/19 21:34,Dum Dum Girls,In My Head,229026
10/19/19 21:36,Dum Dum Girls,Heartbeat (Take It Away),170466
10/19/19 21:40,Dum Dum Girls,Caught in One,226400
10/19/19 21:47,Dum Dum Girls,Coming Down,390000
10/21/19 9:27,Dum Dum Girls,Wasted Away,47563
10/21/19 10:13,Julia Jacklin,Head Alone,1834
10/21/19 10:13,Phoebe Bridgers,Motion Sickness,682
10/21/19 10:13,Julien Baker,Me & My Dog,1045
10/21/19 10:13,Faye Webster,Kingston,1429
10/21/19 10:13,Julia Jacklin,Don't Let the Kids Win,10645
10/21/19 10:13,Julia Jacklin,Someday - triple j Like A Version,264908
10/21/19 10:13,Julien Baker,Souvenir,1344
10/21/19 10:13,Haley Heynderickx,Oom Sha La La,1514
10/21/19 10:14,Soccer Mommy,Your Dog,640
10/21/19 10:16,Better Oblivion Community Center,Little Trouble,174480
10/21/19 10:22,Julia Jacklin,Don't Know How To Keep Loving You,332986
10/21/19 10:30,Haley Heynderickx,Worth It,473405
10/21/19 10:51,Lucy Dacus,Night Shift,297691
10/21/19 10:54,Dum Dum Girls,Always Looking,139826
10/21/19 10:58,Dum Dum Girls,Bedroom Eyes,235240
10/21/19 11:01,Dum Dum Girls,Just a Creep,176466
10/21/19 11:04,Dum Dum Girls,In My Head,229026
10/21/19 11:07,Dum Dum Girls,Heartbeat (Take It Away),170466
10/21/19 11:11,Dum Dum Girls,Caught in One,226400
10/21/19 11:17,Dum Dum Girls,Coming Down,390000
10/21/19 11:21,Dum Dum Girls,Wasted Away,219506
10/21/19 11:23,Dum Dum Girls,Teardrops on My Pillow,115872
10/21/19 11:27,Dum Dum Girls,Hold Your Hand,237133
10/21/19 13:11,Dum Dum Girls,Always Looking,44953
10/21/19 13:14,Hollow Coves,Home,202440
10/21/19 13:18,Fionn Regan,Cormorant Bird,207441
10/21/19 13:21,Flo Morrissey,Look At What the Light Did Now,201873
10/21/19 13:24,Maggie Rogers,Alaska,189400
10/21/19 13:29,Dermot Kennedy,Boston,273666
10/21/19 13:33,Moses Sumney,Don't Bother Calling,239702
10/21/19 13:37,The Lagoons,California,261773
10/21/19 13:50,Bleachers,Hate That You Know Me,19663
10/21/19 13:54,Birdtalker,One,239680
10/21/19 13:58,The Tallest Man On Earth,Rivers,236853
10/21/19 14:03,Grizzly Bear,Losing All Sense,305866
10/21/19 14:06,Joshua James,Broken Tongue,193063
10/21/19 14:07,Aisha Badru,Mind on Fire,31559
10/21/19 14:10,Eddie Berman,Sparrow,205986
10/21/19 14:13,Max Gomez,Make It Me,212133
10/21/19 14:17,The Barr Brothers,Song That I Heard,237666
10/21/19 14:18,Albin Gromer,Narrens tema I & II,18739
10/21/19 23:55,Mt. Joy,Rearrange Us,187335
10/21/19 23:59,Mt. Joy,I'm Your Wreck,233600
10/22/19 0:02,Dr. Dog,Nellie,217613
10/22/19 0:06,The Head and the Heart,People Need A Melody,252301
10/22/19 0:10,Bahamas,No Depression,186946
10/22/19 0:13,Del Water Gap,High Tops,190738
10/25/19 12:09,Tanya Davis,Eulogy for You and Me,19597
10/25/19 12:12,Brandi Carlile,Wherever is Your Heart,230108
10/25/19 12:16,Brandi Carlile,Love Songs,188613
10/25/19 12:19,Calexico,Father Mountain,174053
10/25/19 13:17,The Avett Brothers,Pretty Girl at the Airport,77037
10/25/19 13:30,Mt. Joy,Rearrange Us,187335
10/25/19 13:33,Mt. Joy,Julia,190453
10/25/19 13:37,Caamp,"Penny, Heads Up",207186
10/25/19 13:40,Yoke Lore,Beige,204208
10/25/19 13:44,Shakey Graves,Tomorrow,240586
10/25/19 13:49,The Avett Brothers,I Wish I Was,316440
10/25/19 13:52,Mt. Joy,Don't Let It Bring You Down - Recorded at Spotify Studios NYC,170677
10/25/19 13:55,Hippo Campus,Bambi,194400
10/25/19 14:00,The Head and the Heart,Rivers and Roads,284000
10/25/19 14:04,Mandolin Orange,The Wolves,245653
10/25/19 14:08,Lord Huron,The Night We Met,208211
10/25/19 14:13,Dr. Dog,Abandoned Mansion,322646
10/25/19 14:17,Mt. Joy,Sheep,215180
10/25/19 14:22,The Milk Carton Kids,Michigan,330772
10/25/19 14:25,Fruit Bats,Humbug Mountain Song,184346
10/25/19 16:02,Local Natives,Coins,132381
10/25/19 18:05,Dum Dum Girls,Always Looking,139826
10/25/19 18:09,Dum Dum Girls,Bedroom Eyes,235240
10/25/19 18:12,Dum Dum Girls,Just a Creep,176466
10/25/19 18:16,Dum Dum Girls,In My Head,229026
10/25/19 18:19,Dum Dum Girls,Heartbeat (Take It Away),170466
10/25/19 18:23,Dum Dum Girls,Caught in One,226400
10/25/19 18:29,Dum Dum Girls,Coming Down,390000
10/25/19 18:33,Dum Dum Girls,Wasted Away,219506
10/25/19 18:36,Dum Dum Girls,Teardrops on My Pillow,170466
10/25/19 18:40,Dum Dum Girls,Hold Your Hand,237133
10/25/19 18:52,Mitski,Geyser,143570
10/25/19 18:54,Mitski,Why Didn't You Stop Me?,141978
10/25/19 18:56,Mitski,Old Friend,112910
10/25/19 18:59,Mitski,A Pearl,156145
10/25/19 19:01,Mitski,Lonesome Love,110919
10/25/19 19:03,Mitski,Remember My Name,135313
10/25/19 19:05,Mitski,Me and My Husband,137141
10/25/19 19:07,Mitski,Come into the Water,92384
10/25/19 19:10,Mitski,Nobody,193429
10/25/19 19:12,Mitski,Pink in the Night,136667
10/25/19 19:14,Mitski,A Horse Named Cold Air,123159
10/25/19 19:16,Mitski,Washing Machine Heart,128198
10/25/19 19:18,Mitski,Blue Light,103560
10/25/19 19:22,Mitski,Two Slow Dancers,239303
10/25/19 19:27,Phantastic Ferniture,Uncomfortable Teenager,200530
10/25/19 19:31,Phantastic Ferniture,Bad Timing,232007
10/25/19 19:34,Phantastic Ferniture,Fuckin 'n' Rollin,203726
10/25/19 19:37,Phantastic Ferniture,Gap Year,186708
10/25/19 19:41,Phantastic Ferniture,Take It Off,234841
10/25/19 19:45,Phantastic Ferniture,Parks,228841
10/25/19 19:50,Phantastic Ferniture,I Need It,312909
10/25/19 19:54,Phantastic Ferniture,Dark Corner Dance Floor,205729
10/25/19 19:59,Phantastic Ferniture,Mumma y Papa,304873
10/26/19 18:30,Parliament,Give Up The Funk (Tear The Roof Off The Sucker),66292
10/26/19 18:30,Paul Simon,You Can Call Me Al,24822
10/26/19 18:34,PUP,Familiar Patterns,219840
10/26/19 18:36,PUP,The Coast,128655
10/26/19 18:42,Julia Jacklin,Someday - triple j Like A Version,264908
10/26/19 18:46,The Lone Bellow,Pink Rabbits,252203
10/26/19 18:49,Julia Jacklin,Pressure To Party,182306
10/26/19 18:54,Julia Jacklin,Good Guy,251880
10/26/19 18:56,Julia Jacklin,You Were Right,142386
10/26/19 19:12,Vagabon,Every Woman,207078
10/26/19 19:17,Julia Jacklin,Someday - triple j Like A Version,264908
10/26/19 19:21,Janelle Monáe,Pynk (feat. Grimes),240426
10/26/19 19:24,Rostam,Bike Dream,168277
10/27/19 0:17,Rostam,Bike Dream,33497
10/27/19 0:21,The Lone Bellow,Pink Rabbits,252203
10/27/19 0:24,The Apache Relay,Katie Queen of Tennessee,208333
10/27/19 0:28,Janelle Monáe,Pynk (feat. Grimes),240426
10/27/19 0:32,Jackson Browne,Doctor My Eyes,199906
10/27/19 0:35,Fleetwood Mac,Second Hand News - 2004 Remaster,176306
10/27/19 0:38,Lake Street Dive,Good Kisser,218493
10/27/19 0:40,The Avett Brothers,Gimmeakiss,133840
10/27/19 0:42,Cornelius Brothers & Sister Rose,Too Late To Turn Back Now,77097
10/27/19 17:23,Vagabon,Full Moon In Gemini,172504
10/27/19 17:26,Mal Blum,I Don't Want To,180829
10/27/19 17:36,Poolside,Harvest Moon,368783
10/27/19 17:40,Vagabon,Flood,224769
10/27/19 17:43,Vagabon,Secret Medicine,176312
10/27/19 17:53,Vagabon,Water Me Down,45678
10/27/19 17:56,Julia Jacklin,Convention,196106
10/27/19 17:59,Julia Jacklin,Coming of Age,200248
10/27/19 18:04,Julia Jacklin,Body,307613
10/27/19 18:10,Julia Jacklin,Turn Me Down,349626
10/27/19 18:15,Julia Jacklin,Motherland,314466
10/27/19 18:21,Julia Jacklin,Hay Plain,358321
10/27/19 18:25,Julia Jacklin,Leadlight,222561
10/27/19 18:29,Julia Jacklin,L.A. Dream,209342
10/27/19 18:33,Julia Jacklin,Pool Party,255600
10/27/19 18:36,Julia Jacklin,Small Talk,210220
10/27/19 18:40,Julia Jacklin,When The Family Flies In,240026
10/27/19 18:44,Julia Jacklin,Elizabeth,217445
10/27/19 18:47,Julia Jacklin,Sweet Step,171293
10/27/19 18:50,Julia Jacklin,Comfort,187773
10/27/19 18:53,Julia Jacklin,"Same Airport, Different Man",182890
10/27/19 18:57,Julia Jacklin,Don't Let the Kids Win,242511
10/27/19 19:00,Julia Jacklin,Head Alone,178986
10/27/19 19:06,Julia Jacklin,Don't Know How To Keep Loving You,332986
10/27/19 19:10,Julia Jacklin,Someday - triple j Like A Version,264908
10/27/19 19:13,Julia Jacklin,Pressure To Party,182306
10/27/19 19:17,Julia Jacklin,Good Guy,251880
10/27/19 19:20,Julia Jacklin,You Were Right,142386
10/29/19 11:51,Julia Jacklin,Someday - triple j Like A Version,139
10/29/19 11:55,Julia Jacklin,Someday - triple j Like A Version,264908
10/29/19 11:58,Dum Dum Girls,Always Looking,139826
10/29/19 12:01,Dum Dum Girls,Bedroom Eyes,235240
10/29/19 12:04,Dum Dum Girls,Just a Creep,176466
10/29/19 12:08,Dum Dum Girls,In My Head,229026
10/29/19 12:11,Dum Dum Girls,Heartbeat (Take It Away),170466
10/29/19 12:15,Dum Dum Girls,Caught in One,226400
10/29/19 12:21,Dum Dum Girls,Coming Down,390000
10/29/19 12:25,Dum Dum Girls,Wasted Away,219506
10/29/19 12:28,Dum Dum Girls,Teardrops on My Pillow,170466
10/29/19 12:32,Dum Dum Girls,Hold Your Hand,237133
10/29/19 20:47,Vagabon,Full Moon In Gemini,172504
10/29/19 20:50,Vagabon,Flood,224769
10/29/19 20:53,Vagabon,Secret Medicine,176312
10/29/19 20:58,Vagabon,Water Me Down,272230
10/29/19 21:02,Vagabon,In A Bind,220173
10/29/19 21:04,Vagabon,Wits About You,159036
10/29/19 21:08,Vagabon,Please Don't Leave The Table,221627
10/29/19 21:13,Vagabon,Home Soon,290414
10/29/19 23:59,Vagabon,Every Woman,170033
10/31/19 12:12,Oso Oso,intro,155120
10/31/19 12:15,Oso Oso,the view,205080
10/31/19 12:24,Oso Oso,basking in the glow,120141
10/31/19 12:28,Saintseneca,Happy Alone,198000
10/31/19 12:31,Saintseneca,Ladder to the Sun,196920
10/31/19 12:34,Saintseneca,In A Van,189530
10/31/19 19:55,PUP,Sleep In The Heat,4040
10/31/19 19:59,Black Belt Eagle Scout,"Sam, A Dream",273687
10/31/19 20:04,PUP,Pine Point,240853
10/31/19 20:06,PUP,"If This Tour Doesn't Kill You, I Will",138813
10/31/19 20:09,PUP,Old Wounds,22236
10/31/19 20:09,PUP,"Bloody Mary, Kate and Ashley",164040
10/31/19 20:11,PUP,My Life Is Over and I Couldn't Be Happier,146493
10/31/19 20:15,PUP,Sibling Rivalry,207840
10/31/19 20:18,PUP,Bare Hands,215306
10/31/19 20:22,PUP,See You at Your Funeral,220133
10/31/19 20:26,PUP,Kids,210160
10/31/19 20:29,PUP,Closure,188413
10/31/19 20:31,PUP,Full Blown Meltdown,152973
10/31/19 20:37,PUP,Scorpion Hill,308133
10/31/19 20:40,PUP,City,231866
10/31/19 20:43,PUP,Free at Last,154813
10/31/19 20:46,PUP,Morbid Stuff,164600
10/31/19 20:49,PUP,Doubts,180346
10/31/19 21:46,PUP,Can't Win,1602
10/31/19 21:46,PUP,DVP,23569
10/31/19 21:49,Anne Sexton,Said The Poet To The Analyst,1439
10/31/19 21:49,Anne Sexton,Old Dwarf Heart,812
10/31/19 21:49,Black Belt Eagle Scout,Indians Never Die,184946
10/31/19 21:49,Anne Sexton,Some Foreign Letters,1927
10/31/19 21:49,Black Belt Eagle Scout,Yard,1137
10/31/19 21:51,Anne Sexton,Her Kind,78280
10/31/19 21:52,Anne Sexton,For A Friend Whose Work Has Come,64760
10/31/19 21:52,Anne Sexton,Lullaby,1532
10/31/19 21:52,Black Belt Eagle Scout,Mother of My Children,975
10/31/19 21:52,Anne Sexton,Kind Sir_ These Words,1184
10/31/19 21:52,Anne Sexton,The Truth The Dead Know,1758
10/31/19 21:52,Black Belt Eagle Scout,I Don't Have You In My Life,1393
10/31/19 21:52,Anne Sexton,Noon Walk On The Asylum Lawn,1184
10/31/19 21:52,Black Belt Eagle Scout,Soft Stud,1021
10/31/19 21:52,Black Belt Eagle Scout,Keyboard,928
10/31/19 21:54,Anne Sexton,"For John, Who Begs Me Not To Enquire",113080
11/1/19 3:48,Black Belt Eagle Scout,Just Lie Down,778
11/1/19 3:52,Julia Jacklin,Someday - triple j Like A Version,264908
11/1/19 3:56,Whitney,Giving Up,190466
11/1/19 3:59,Whitney,Used To Be Lonely,228960
11/1/19 4:02,Whitney,Before I Know It,153480
11/1/19 4:05,Whitney,Song For Ty,167760
11/1/19 4:09,Whitney,Valleys (My Love),236453
11/1/19 4:11,Whitney,Rhododendron,126560
11/1/19 4:14,Whitney,My Life Alone,190880
11/1/19 4:17,Whitney,Day & Night,162600
11/1/19 4:21,Whitney,Friend Of Mine,249560
11/1/19 4:25,Whitney,Forever Turned Around,239013
11/1/19 4:31,Julia Jacklin,Someday - triple j Like A Version,264908
11/1/19 4:33,Dum Dum Girls,Always Looking,139826
11/1/19 4:37,Dum Dum Girls,Bedroom Eyes,235240
11/1/19 4:40,Dum Dum Girls,Just a Creep,176466
11/1/19 4:44,Dum Dum Girls,In My Head,229026
11/1/19 6:57,Dum Dum Girls,Heartbeat (Take It Away),40818
11/1/19 6:59,Haley Heynderickx,No Face,116483
11/1/19 7:03,Dum Dum Girls,Caught in One,226400
11/1/19 7:09,Dum Dum Girls,Coming Down,390000
11/1/19 7:13,Dum Dum Girls,Wasted Away,219506
11/1/19 7:16,Dum Dum Girls,Teardrops on My Pillow,170466
11/1/19 7:20,Dum Dum Girls,Hold Your Hand,237133
11/1/19 7:23,Haley Heynderickx,The Bug Collector,228459
11/1/19 7:27,Haley Heynderickx,Jo,232206
11/1/19 7:36,Haley Heynderickx,Worth It,473405
11/1/19 7:39,Haley Heynderickx,Show You a Body,208670
11/1/19 7:43,Haley Heynderickx,Untitled God Song,224374
11/1/19 7:46,Haley Heynderickx,Oom Sha La La,177339
11/1/19 7:47,Haley Heynderickx,Drinking Song,57348
11/2/19 13:02,Julia Jacklin,Body,307613
11/2/19 13:05,Julia Jacklin,Head Alone,178986
11/2/19 13:08,Julia Jacklin,Pressure To Party,182306
11/2/19 13:14,Julia Jacklin,Don't Know How To Keep Loving You,332986
11/2/19 13:18,Julia Jacklin,When The Family Flies In,240026
11/2/19 13:21,Julia Jacklin,Convention,196106
11/2/19 13:26,Julia Jacklin,You Were Right,6148
11/2/19 13:26,Julia Jacklin,Good Guy,251880
11/4/19 0:23,Diamond Thug,Sweet Return,135077
11/4/19 0:27,Ira Wolf,Great Divide,241240
11/4/19 0:30,"Now, Now",SGL,193973
11/4/19 0:35,The War On Drugs,Holding On - Recorded at Spotify Studios NYC,315953
11/4/19 0:39,Fleet Foxes,"If You Need To, Keep Time On Me",210506
11/4/19 0:46,Sufjan Stevens,Wallowa Lake Monster,412174
11/4/19 0:50,Ron Gallo,"Young Lady, You're Scaring Me",220538
11/4/19 0:53,Cailin Russo,September Rose,221358
11/4/19 0:57,The Rural Alberta Advantage,Brother,208979
11/4/19 1:00,Francis and the Lights,May I Have This Dance (Remix) [feat. Chance the Rapper],195356
11/4/19 1:05,Peter Bradley Adams,Who Else Could I Be,275693
11/4/19 10:29,Tim Atlas,Compromised,49385
11/4/19 10:30,Lizzo,Good as Hell,2066
11/4/19 10:30,Son Little,The River,14791
